epoch,loss,v1_decoder_0_loss,v2_decoder_0_loss,v3_decoder_0_loss,v4_decoder_0_loss,v5_decoder_0_loss,v6_decoder_0_loss,val_loss,val_v1_decoder_0_loss,val_v2_decoder_0_loss,val_v3_decoder_0_loss,val_v4_decoder_0_loss,val_v5_decoder_0_loss,val_v6_decoder_0_loss
0,0.6219527125358582,0.042820557951927185,0.11105088144540787,0.07436881959438324,0.2107565701007843,0.0546560101211071,0.12829987704753876,NA,NA,NA,NA,NA,NA,NA
1,0.3158125877380371,0.02318798378109932,0.0333675742149353,0.06080342084169388,0.12958335876464844,0.021165525540709496,0.04770471155643463,NA,NA,NA,NA,NA,NA,NA
2,0.17034614086151123,0.00934127438813448,0.03115069679915905,0.021994249895215034,0.06631670892238617,0.018628211691975594,0.02291499450802803,NA,NA,NA,NA,NA,NA,NA
3,0.14934822916984558,0.007144302129745483,0.030176375061273575,0.01372709684073925,0.06141700968146324,0.01793406531214714,0.018949367105960846,NA,NA,NA,NA,NA,NA,NA
4,0.14170679450035095,0.00648252060636878,0.029219595715403557,0.011918037198483944,0.05917220935225487,0.01766303926706314,0.01725137047469616,NA,NA,NA,NA,NA,NA,NA
5,0.13387301564216614,0.006056059151887894,0.02351464331150055,0.011085251346230507,0.05871725454926491,0.017576206475496292,0.016923610121011734,NA,NA,NA,NA,NA,NA,NA
6,0.12697440385818481,0.005920873023569584,0.017411421984434128,0.01083618588745594,0.058527931571006775,0.017496077343821526,0.016781920567154884,NA,NA,NA,NA,NA,NA,NA
7,0.12556606531143188,0.00584112573415041,0.01632733829319477,0.010729921981692314,0.05846497043967247,0.017472710460424423,0.016729984432458878,NA,NA,NA,NA,NA,NA,NA
8,0.12466402351856232,0.0057923635467886925,0.015602599829435349,0.010683439671993256,0.05843959003686905,0.0174477007240057,0.0166983250528574,NA,NA,NA,NA,NA,NA,NA
9,0.12412509322166443,0.0057521359995007515,0.015225411392748356,0.010645187459886074,0.05841008946299553,0.017416590824723244,0.016675680875778198,NA,NA,NA,NA,NA,NA,NA
10,0.12323994189500809,0.005718020722270012,0.014407270587980747,0.010614984668791294,0.05843106284737587,0.017405904829502106,0.016662701964378357,NA,NA,NA,NA,NA,NA,NA
11,0.12096225470304489,0.0056726038455963135,0.012273685075342655,0.010572865605354309,0.05840279906988144,0.017388872802257538,0.01665143296122551,NA,NA,NA,NA,NA,NA,NA
12,0.11936000734567642,0.005565534345805645,0.010941222310066223,0.01050316821783781,0.05836763605475426,0.017348021268844604,0.016634412109851837,NA,NA,NA,NA,NA,NA,NA
13,0.11821356415748596,0.0052277687937021255,0.010274726897478104,0.01040362473577261,0.058370571583509445,0.01730598509311676,0.01663088984787464,NA,NA,NA,NA,NA,NA,NA
14,0.11598735302686691,0.0043329340405762196,0.009769315831363201,0.010146810673177242,0.058343593031167984,0.016783861443400383,0.01661083847284317,NA,NA,NA,NA,NA,NA,NA
15,0.11391694098711014,0.0038199727423489094,0.009383785538375378,0.009735170751810074,0.058320268988609314,0.016060594469308853,0.016597149893641472,NA,NA,NA,NA,NA,NA,NA
16,0.11209586262702942,0.0034281255211681128,0.009240924380719662,0.009157642722129822,0.05829242244362831,0.015392651781439781,0.01658409647643566,NA,NA,NA,NA,NA,NA,NA
17,0.11023227870464325,0.0030567217618227005,0.0088488245382905,0.008667171001434326,0.05824747309088707,0.014844372868537903,0.016567716374993324,NA,NA,NA,NA,NA,NA,NA
18,0.10874932259321213,0.0026139465626329184,0.008616134524345398,0.00846298597753048,0.05795600265264511,0.014553124085068703,0.01654714159667492,NA,NA,NA,NA,NA,NA,NA
19,0.1049407571554184,0.002122559119015932,0.008634327910840511,0.008272328414022923,0.05499763786792755,0.014410600997507572,0.016503289341926575,NA,NA,NA,NA,NA,NA,NA
20,0.09935171157121658,0.0017625379841774702,0.008683223277330399,0.008154459297657013,0.05002868175506592,0.014295843429863453,0.01642695814371109,NA,NA,NA,NA,NA,NA,NA
21,0.09828254580497742,0.0015349090099334717,0.009147620759904385,0.008090198040008545,0.04981313645839691,0.014170784503221512,0.015525899827480316,NA,NA,NA,NA,NA,NA,NA
22,0.09436493366956711,0.001435407204553485,0.0073824054561555386,0.008023460395634174,0.04928043112158775,0.013918004930019379,0.014325223863124847,NA,NA,NA,NA,NA,NA,NA
23,0.09281950443983078,0.0013828627998009324,0.006802012212574482,0.007969768717885017,0.048987433314323425,0.01365329883992672,0.014024116098880768,NA,NA,NA,NA,NA,NA,NA
24,0.09149786829948425,0.0013181347167119384,0.006438370328396559,0.00790376216173172,0.04866176098585129,0.013501942157745361,0.013673894107341766,NA,NA,NA,NA,NA,NA,NA
25,0.09082071483135223,0.0012861434370279312,0.006656461860984564,0.007805951405316591,0.048383306711912155,0.0133762676268816,0.01331258099526167,NA,NA,NA,NA,NA,NA,NA
26,0.08941657096147537,0.0012669687857851386,0.00601936923339963,0.007674235384911299,0.04808032140135765,0.013277551159262657,0.013098124414682388,NA,NA,NA,NA,NA,NA,NA
27,0.08815710246562958,0.001220922451466322,0.005404265597462654,0.007536237593740225,0.04763907939195633,0.013498438522219658,0.012858153320848942,NA,NA,NA,NA,NA,NA,NA
28,0.08625993132591248,0.0011546610621735454,0.005003334488719702,0.007337890099734068,0.04720357060432434,0.012856023386120796,0.012704447843134403,NA,NA,NA,NA,NA,NA,NA
29,0.08524512499570847,0.0011189683573320508,0.004829429090023041,0.007199959829449654,0.04711917042732239,0.012326469644904137,0.012651127763092518,NA,NA,NA,NA,NA,NA,NA
30,0.08423803001642227,0.001081641879864037,0.0046406458131968975,0.007077692076563835,0.046824514865875244,0.011972124688327312,0.012641411274671555,NA,NA,NA,NA,NA,NA,NA
31,0.08466701954603195,0.0010671752970665693,0.00572638725861907,0.006972173228859901,0.04668571799993515,0.011615716852247715,0.012599842622876167,NA,NA,NA,NA,NA,NA,NA
32,0.08390060812234879,0.0010336843552067876,0.005677416920661926,0.006914612837135792,0.04633296653628349,0.011393776163458824,0.012548133730888367,NA,NA,NA,NA,NA,NA,NA
33,0.08233563601970673,0.0010336479172110558,0.004634540062397718,0.00687923189252615,0.04603990539908409,0.011244593188166618,0.012503718957304955,NA,NA,NA,NA,NA,NA,NA
34,0.08120598644018173,0.0010467662941664457,0.004137805197387934,0.006844517309218645,0.045594654977321625,0.011072728782892227,0.012509504333138466,NA,NA,NA,NA,NA,NA,NA
35,0.07992251217365265,0.0009594617295078933,0.003879436058923602,0.006859498098492622,0.044925346970558167,0.010839911177754402,0.012458854354918003,NA,NA,NA,NA,NA,NA,NA
36,0.07905982434749603,0.0009070865926332772,0.0038664292078465223,0.006775190122425556,0.04443025961518288,0.01063015591353178,0.012450702488422394,NA,NA,NA,NA,NA,NA,NA
37,0.07863803952932358,0.0008917436352930963,0.004078039899468422,0.006728357635438442,0.04392309486865997,0.010594195686280727,0.012422608211636543,NA,NA,NA,NA,NA,NA,NA
38,0.07737622410058975,0.0008587475749664009,0.0035310210660099983,0.006701406091451645,0.043392542749643326,0.010481606237590313,0.012410894967615604,NA,NA,NA,NA,NA,NA,NA
39,0.07636384665966034,0.0008168519125320017,0.0033362836111336946,0.006653682794421911,0.04293186217546463,0.010194945149123669,0.012430214323103428,NA,NA,NA,NA,NA,NA,NA
40,0.07563338428735733,0.0007772366516292095,0.003207118483260274,0.006641226354986429,0.04264694079756737,0.009950468316674232,0.012410392053425312,NA,NA,NA,NA,NA,NA,NA
41,0.07544637471437454,0.0007601718534715474,0.0035022394731640816,0.006572422571480274,0.04243456572294235,0.009791349060833454,0.012385625392198563,NA,NA,NA,NA,NA,NA,NA
42,0.07548370957374573,0.0008240845636464655,0.004101528320461512,0.006509426515549421,0.041883617639541626,0.0098293861374259,0.012335662730038166,NA,NA,NA,NA,NA,NA,NA
43,0.07430051267147064,0.0008407483692280948,0.0034995675086975098,0.006438492331653833,0.04152354598045349,0.009615274146199226,0.01238288078457117,NA,NA,NA,NA,NA,NA,NA
44,0.0733141228556633,0.0007424794021062553,0.0031816584523767233,0.006367109715938568,0.041291333734989166,0.009406793862581253,0.012324745766818523,NA,NA,NA,NA,NA,NA,NA
45,0.0728045105934143,0.0006988389068283141,0.0030881832353770733,0.006341114640235901,0.04113620147109032,0.009249938651919365,0.012290235608816147,NA,NA,NA,NA,NA,NA,NA
46,0.07225453108549118,0.0006662291707471013,0.0029915180057287216,0.006314050406217575,0.04086914658546448,0.00913409236818552,0.012279488146305084,NA,NA,NA,NA,NA,NA,NA
47,0.07186585664749146,0.0006405444000847638,0.0028860114980489016,0.0062766061164438725,0.040766894817352295,0.008997263386845589,0.01229853741824627,NA,NA,NA,NA,NA,NA,NA
48,0.07145877927541733,0.0006604392547160387,0.0027980091981589794,0.006217943970113993,0.04064470902085304,0.00886815320700407,0.012269522994756699,NA,NA,NA,NA,NA,NA,NA
49,0.0710679143667221,0.0005777116166427732,0.0027844340074807405,0.006219612434506416,0.0403963178396225,0.008836078457534313,0.012253759428858757,NA,NA,NA,NA,NA,NA,NA
50,0.07160048186779022,0.0005426613497547805,0.0034802036825567484,0.006184976547956467,0.04014778137207031,0.00901668332517147,0.012228166684508324,NA,NA,NA,NA,NA,NA,NA
51,0.07045683264732361,0.00052830291679129,0.002985043916851282,0.006181180011481047,0.03981196880340576,0.008725023828446865,0.012225312180817127,NA,NA,NA,NA,NA,NA,NA
52,0.06991638243198395,0.0005022899131290615,0.002739795483648777,0.006063781213015318,0.03984047845005989,0.00859738513827324,0.012172659859061241,NA,NA,NA,NA,NA,NA,NA
53,0.06938660144805908,0.0005207555368542671,0.002566342940554023,0.006005060393363237,0.039593834429979324,0.008546657860279083,0.01215394213795662,NA,NA,NA,NA,NA,NA,NA
54,0.06868429481983185,0.00046100825420580804,0.0024932806845754385,0.006034594960510731,0.03927265852689743,0.008338935673236847,0.012083807960152626,NA,NA,NA,NA,NA,NA,NA
55,0.0681242123246193,0.0004428210377227515,0.002453018445521593,0.005925031844526529,0.0389532595872879,0.008292673155665398,0.012057410553097725,NA,NA,NA,NA,NA,NA,NA
56,0.06844458729028702,0.00042726134415715933,0.003076990367844701,0.00581462262198329,0.03905317187309265,0.008147094398736954,0.011925442144274712,NA,NA,NA,NA,NA,NA,NA
57,0.06770389527082443,0.00042442683479748666,0.002750462619587779,0.005774299148470163,0.03865586966276169,0.008013787679374218,0.012085048481822014,NA,NA,NA,NA,NA,NA,NA
58,0.0670492947101593,0.0005558481789194047,0.0024859062395989895,0.005731088574975729,0.03850929066538811,0.00794120691716671,0.01182595081627369,NA,NA,NA,NA,NA,NA,NA
59,0.06616637855768204,0.00047460541827604175,0.002399017568677664,0.005657057277858257,0.03819501772522926,0.00784636102616787,0.011594320647418499,NA,NA,NA,NA,NA,NA,NA
60,0.06574447453022003,0.0004582964174915105,0.0023740706965327263,0.005618582013994455,0.038036201149225235,0.007784382905811071,0.011472945101559162,NA,NA,NA,NA,NA,NA,NA
61,0.06552215665578842,0.0004236219101585448,0.0023741715122014284,0.005544443614780903,0.03798707202076912,0.007728330325335264,0.01146452222019434,NA,NA,NA,NA,NA,NA,NA
62,0.06484468281269073,0.00041267380584031343,0.0023301211185753345,0.005570960696786642,0.03766188025474548,0.007623099256306887,0.011245954781770706,NA,NA,NA,NA,NA,NA,NA
63,0.06521328538656235,0.0003832985821645707,0.0024411219637840986,0.005498575046658516,0.0379052571952343,0.00762912118807435,0.011355910450220108,NA,NA,NA,NA,NA,NA,NA
64,0.0642751008272171,0.0003849006607197225,0.002347415080294013,0.005451317876577377,0.03732617571949959,0.007579365279525518,0.01118592731654644,NA,NA,NA,NA,NA,NA,NA
65,0.06378736346960068,0.0003814652154687792,0.0024810240138322115,0.0054148174822330475,0.036968037486076355,0.0075192879885435104,0.011022736318409443,NA,NA,NA,NA,NA,NA,NA
66,0.0636584535241127,0.0003753074270207435,0.00237474637106061,0.005433002952486277,0.03676442429423332,0.007555151823908091,0.011155820451676846,NA,NA,NA,NA,NA,NA,NA
67,0.06289228796958923,0.0003838108095806092,0.0022219307720661163,0.00539114186540246,0.036600109189748764,0.007376763503998518,0.010918539948761463,NA,NA,NA,NA,NA,NA,NA
68,0.062234748154878616,0.0003750713949557394,0.002160419709980488,0.005335318390280008,0.036388322710990906,0.007335687056183815,0.010639927349984646,NA,NA,NA,NA,NA,NA,NA
69,0.06201954185962677,0.0003600844065658748,0.0022948882542550564,0.005303565878421068,0.03620654717087746,0.007291985675692558,0.010562464594841003,NA,NA,NA,NA,NA,NA,NA
70,0.061732590198516846,0.00035248641506768763,0.002128391992300749,0.005311061628162861,0.03617273271083832,0.007317761424928904,0.010450159199535847,NA,NA,NA,NA,NA,NA,NA
71,0.06179630383849144,0.00035582410055212677,0.002093399176374078,0.005309299100190401,0.03617016598582268,0.007419416680932045,0.01044820249080658,NA,NA,NA,NA,NA,NA,NA
72,0.0622803159058094,0.0003589038096833974,0.003120143199339509,0.005307869985699654,0.03591101989150047,0.007212188094854355,0.010370193049311638,NA,NA,NA,NA,NA,NA,NA
73,0.06094496697187424,0.0003473352990113199,0.002370459958910942,0.005202669184654951,0.03562000021338463,0.007060122210532427,0.010344386100769043,NA,NA,NA,NA,NA,NA,NA
74,0.060575008392333984,0.0003591852728277445,0.0022153269965201616,0.005163931287825108,0.03531378135085106,0.006980731151998043,0.010542051866650581,NA,NA,NA,NA,NA,NA,NA
75,0.060023821890354156,0.00036978995194658637,0.002094727475196123,0.0051317098550498486,0.035197820514440536,0.0068880836479365826,0.010341697372496128,NA,NA,NA,NA,NA,NA,NA
76,0.059724219143390656,0.00034458370646461844,0.0020422814413905144,0.005100001115351915,0.035187095403671265,0.006822246126830578,0.010228014551103115,NA,NA,NA,NA,NA,NA,NA
77,0.05943319573998451,0.00034300240804441273,0.001996253849938512,0.005074359942227602,0.0349576361477375,0.006804533302783966,0.01025740522891283,NA,NA,NA,NA,NA,NA,NA
78,0.058885809034109116,0.0003271251334808767,0.001970128156244755,0.005040558520704508,0.03473801538348198,0.006781947333365679,0.010028035379946232,NA,NA,NA,NA,NA,NA,NA
79,0.058751244097948074,0.00031472972477786243,0.001920734066516161,0.005158040672540665,0.034673288464546204,0.006705977953970432,0.009978474117815495,NA,NA,NA,NA,NA,NA,NA
80,0.05898204445838928,0.0003052878601010889,0.0019316740799695253,0.005066369194537401,0.03468481823801994,0.007130961865186691,0.009862931445240974,NA,NA,NA,NA,NA,NA,NA
81,0.059268757700920105,0.00029726765933446586,0.0025162072852253914,0.0049923742190003395,0.03444453701376915,0.007027310319244862,0.009991055354475975,NA,NA,NA,NA,NA,NA,NA
82,0.058527879416942596,0.0003635686298366636,0.0022019343450665474,0.004948614165186882,0.034261513501405716,0.006796961650252342,0.009955291636288166,NA,NA,NA,NA,NA,NA,NA
83,0.05774116516113281,0.0003849213244393468,0.001924875658005476,0.004895304795354605,0.0341016985476017,0.0066308192908763885,0.009803538210690022,NA,NA,NA,NA,NA,NA,NA
84,0.05732312053442001,0.0003313909110147506,0.001950585749000311,0.0048574344255030155,0.033825717866420746,0.006579941138625145,0.009778055362403393,NA,NA,NA,NA,NA,NA,NA
85,0.057341039180755615,0.0003027467173524201,0.0020660741720348597,0.0048506478779017925,0.033888909965753555,0.006512043997645378,0.00972061324864626,NA,NA,NA,NA,NA,NA,NA
86,0.057262521237134933,0.00028070175903849304,0.001941082184202969,0.004821327514946461,0.03409888967871666,0.006439894903451204,0.009680621325969696,NA,NA,NA,NA,NA,NA,NA
87,0.05671503767371178,0.00027607151423580945,0.0018423948204144835,0.004802457056939602,0.03388935327529907,0.006357502657920122,0.00954725407063961,NA,NA,NA,NA,NA,NA,NA
88,0.05633014068007469,0.00026488894945941865,0.0018557626754045486,0.0047772955149412155,0.03371017053723335,0.00632073637098074,0.00940129067748785,NA,NA,NA,NA,NA,NA,NA
89,0.05567379668354988,0.0002549999044276774,0.0017522566486150026,0.0047823404893279076,0.03322304040193558,0.006281443405896425,0.009379716590046883,NA,NA,NA,NA,NA,NA,NA
90,0.05640380084514618,0.0002560416469350457,0.0024163159541785717,0.004777524620294571,0.033285681158304214,0.006249460857361555,0.009418778121471405,NA,NA,NA,NA,NA,NA,NA
91,0.06002337113022804,0.00024846475571393967,0.006456426810473204,0.0047463057562708855,0.033051006495952606,0.006173829082399607,0.009347337298095226,NA,NA,NA,NA,NA,NA,NA
92,0.05876283720135689,0.0002481343108229339,0.005597737617790699,0.0047229016199707985,0.03283308818936348,0.006156730931252241,0.009204241447150707,NA,NA,NA,NA,NA,NA,NA
93,0.056770049035549164,0.0002539744018577039,0.0037607939448207617,0.004689251072704792,0.0327649861574173,0.006155993323773146,0.009145055897533894,NA,NA,NA,NA,NA,NA,NA
94,0.055984508246183395,0.00029520850512199104,0.0030775191262364388,0.004679444711655378,0.032583415508270264,0.006179713178426027,0.00916921067982912,NA,NA,NA,NA,NA,NA,NA
95,0.05507891997694969,0.0002681129553820938,0.002398543758317828,0.004675744101405144,0.03252815827727318,0.006031270604580641,0.009177095256745815,NA,NA,NA,NA,NA,NA,NA
96,0.054537881165742874,0.00026501217507757246,0.002048955764621496,0.0047776647843420506,0.03234286233782768,0.00597848417237401,0.00912489928305149,NA,NA,NA,NA,NA,NA,NA
97,0.054209399968385696,0.00025407157954759896,0.0018637559842318296,0.004671704955399036,0.03241899982094765,0.005930451676249504,0.00907041970640421,NA,NA,NA,NA,NA,NA,NA
98,0.054015811532735825,0.0002618689031805843,0.001744020264595747,0.004645413253456354,0.032334789633750916,0.005928877275437117,0.009100844152271748,NA,NA,NA,NA,NA,NA,NA
99,0.053639452904462814,0.00024090865917969495,0.0016809070948511362,0.004613341763615608,0.03216468170285225,0.00588932354003191,0.009050280787050724,NA,NA,NA,NA,NA,NA,NA
100,0.05341346934437752,0.00026711670216172934,0.0016063384246081114,0.004599681589752436,0.032061513513326645,0.005862305872142315,0.009016512893140316,NA,NA,NA,NA,NA,NA,NA
101,0.05296745151281357,0.0002596733393147588,0.001551354886032641,0.004592906683683395,0.031755201518535614,0.005829858593642712,0.008978455327451229,NA,NA,NA,NA,NA,NA,NA
102,0.05265694111585617,0.0002419234369881451,0.0015409225597977638,0.004575866274535656,0.03163021802902222,0.005712925456464291,0.008955093100667,NA,NA,NA,NA,NA,NA,NA
103,0.05261995643377304,0.00023237669665832072,0.0014942781999707222,0.0045623877085745335,0.0316973477602005,0.005657972767949104,0.00897559430450201,NA,NA,NA,NA,NA,NA,NA
104,0.05232270434498787,0.0002282186469528824,0.0014888399746268988,0.004539124667644501,0.03155463561415672,0.005607638508081436,0.008904245682060719,NA,NA,NA,NA,NA,NA,NA
105,0.05229317769408226,0.00022244722640607506,0.001565146609209478,0.004540150985121727,0.03156205639243126,0.005615453235805035,0.008787921629846096,NA,NA,NA,NA,NA,NA,NA
106,0.052074968814849854,0.00022203389380592853,0.00144641671795398,0.004549162462353706,0.031448110938072205,0.005671795457601547,0.008737451396882534,NA,NA,NA,NA,NA,NA,NA
107,0.05201205983757973,0.00023403398517984897,0.0014192068483680487,0.0046690949238836765,0.03130625933408737,0.005592460744082928,0.008791006170213223,NA,NA,NA,NA,NA,NA,NA
108,0.05156637728214264,0.00022287291358225048,0.0013989298604428768,0.0045763165690004826,0.031107468530535698,0.00548465084284544,0.008776141330599785,NA,NA,NA,NA,NA,NA,NA
109,0.05156753957271576,0.00024263082013931125,0.0014905657153576612,0.00453985808417201,0.031152425333857536,0.005426699761301279,0.008715363219380379,NA,NA,NA,NA,NA,NA,NA
110,0.05143129080533981,0.00022856428404338658,0.0016523536760360003,0.004525909200310707,0.030916130170226097,0.005405825097113848,0.008702509105205536,NA,NA,NA,NA,NA,NA,NA
111,0.05173865333199501,0.0002316498284926638,0.001995891099795699,0.004498453810811043,0.03088901750743389,0.0054832217283546925,0.008640418760478497,NA,NA,NA,NA,NA,NA,NA
112,0.05120526999235153,0.00025923867360688746,0.0015398451359942555,0.004478298127651215,0.03088596649467945,0.005450048949569464,0.008591875433921814,NA,NA,NA,NA,NA,NA,NA
113,0.051412537693977356,0.00025104990345425904,0.0014147796900942922,0.00444831233471632,0.031182406470179558,0.00544967083260417,0.008666317909955978,NA,NA,NA,NA,NA,NA,NA
114,0.050750937312841415,0.00022759137209504843,0.001370118116028607,0.004418942146003246,0.030742552131414413,0.005335911642760038,0.008655820973217487,NA,NA,NA,NA,NA,NA,NA
115,0.05047517269849777,0.00021956987620797008,0.0013275452656671405,0.004397077020257711,0.030677974224090576,0.005267132539302111,0.008585878647863865,NA,NA,NA,NA,NA,NA,NA
116,0.05051291361451149,0.00022287690080702305,0.0012906246120110154,0.004418622702360153,0.030674440786242485,0.005222887732088566,0.0086834616959095,NA,NA,NA,NA,NA,NA,NA
117,0.04995157569646835,0.00026262286701239645,0.0012542936019599438,0.004377639386802912,0.030392559245228767,0.005144938826560974,0.008519521914422512,NA,NA,NA,NA,NA,NA,NA
118,0.049751002341508865,0.0002839651715476066,0.0012417691759765148,0.0043746232986450195,0.030277034267783165,0.00508846016600728,0.008485151454806328,NA,NA,NA,NA,NA,NA,NA
119,0.04961054027080536,0.00023740094911772758,0.0012162200873717666,0.004375454969704151,0.030226608738303185,0.005051064770668745,0.008503792807459831,NA,NA,NA,NA,NA,NA,NA
120,0.04951387643814087,0.0002502993156667799,0.0012247600825503469,0.004361182451248169,0.030157094821333885,0.005004276987165213,0.008516263216733932,NA,NA,NA,NA,NA,NA,NA
121,0.04930883273482323,0.00022507239191327244,0.0014243420446291566,0.00435012299567461,0.02992076426744461,0.005004286300390959,0.00838424451649189,NA,NA,NA,NA,NA,NA,NA
122,0.04987966641783714,0.0002210598613601178,0.0018996952567249537,0.0043329885229468346,0.029922600835561752,0.005026030819863081,0.00847728829830885,NA,NA,NA,NA,NA,NA,NA
123,0.0495305173099041,0.00021333753829821944,0.00142019079066813,0.004397156648337841,0.03001071885228157,0.00513058714568615,0.008358529768884182,NA,NA,NA,NA,NA,NA,NA
124,0.049524758011102676,0.00021280942019075155,0.0012870506616309285,0.004324250388890505,0.03009726107120514,0.005044588819146156,0.008558801375329494,NA,NA,NA,NA,NA,NA,NA
125,0.04896441847085953,0.00020705604401882738,0.0012113875709474087,0.004294765647500753,0.029865505173802376,0.004970774985849857,0.00841492973268032,NA,NA,NA,NA,NA,NA,NA
